WindowClassName	windowControlID	Module	Text	Comment
Edit	22416		Procentsats, momskod 4	
Button	22548		Mellanman i trepartshandel EU	
Edit	22326		Ränta i procent	
Edit	22327		Konto för kundfordran	
Edit	22329		Konto för expeditionsavgift	
Edit	22328		Konto för frakt	
Edit	22404		Konto för momskod 1	
Edit	22405		Konto för momskod 2	
Edit	22406		Konto för momskod 3	
Edit	22419		Konto för momskod 4	
Edit	22407		Konto för avrundning	
Edit	22408		Given rabatt	
Edit	22309	Order	Offertnummer / Datum	Orderkort, flik 4 - Spårning
Edit	22309	Kundfaktura	Ordernummer / Datum	
Edit	22310	Order	Fakturanummer / Datum	
Edit	22310	Kundfaktura	Avtalsnummer	
Edit	22311	Order	Restorder / Datum	
Edit	22311	Kundfaktura	Journalnummer	
Edit	22312		Ursprungsorder / Datum	
Edit	21274		Offertnummer / Datum	
Edit	22414		Verifikationsnummer	
Edit	24044		F U-nummer	
Edit	22312		Ursprungsorder / Datum	Fakturakort, flik 1
Edit	23179	Leverantörer	Leverantörsnummer	Leverantörskort, flik 1
Edit	23180	Leverantörer	Namn	
Edit	23191	Leverantörer	Organisationsnummer	
Button	15162	Leverantörer	Hämta uppgifter	
Edit	23181	Leverantörer	Kortnamn	
Edit	23182	Leverantörer	Postadress	
Edit	23221	Leverantörer	Postadress rad 2	
Edit	23734	Leverantörer	GLN	
Edit	23183	Leverantörer	Besöksadress	
Edit	23184	Leverantörer	Postnummer	
Edit	23185	Leverantörer	Ort	
Edit	23210	Leverantörer	Landskod	
Edit	23186	Leverantörer	Land	
Edit	23187	Leverantörer	Telefon	
Edit	23188	Leverantörer	Telefon 2	
Edit	23189	Leverantörer	Telefon 3	
Edit	23787	Leverantörer	Referenskod	
Edit	23190	Leverantörer	Er referens	
Edit	20748	Leverantörer	Mobiltelefon	
Button	24921	Leverantörer	Skicka SMS	
Edit	23228	Leverantörer	E-post	
Edit	23229	Leverantörer	WWW	
Edit	23209	Leverantörer	Vår referens	
Edit	23206	Leverantörer	Sorteringsbegrepp	
Button	25049	Leverantörer	Inaktiv	
Button	26256	Leverantörer	Autogiro	
Button	23230	Leverantörer	Kräver OCR / Referenskod	
Button	23220	Leverantörer	Utlandsbetalningar	
Edit	23196	Leverantörer	Vårt kundnummer	
Edit	23194	Leverantörer	Bankgiro	
Edit	23195	Leverantörer	PlusGiro	
Edit	21770	Leverantörer	Konteringsmall	
Edit	24824	Leverantörer	Resultatenhet	
Edit	24825	Leverantörer	Projekt	
Edit	23197	Leverantörer	Kreditgräns	
Edit	23193	Leverantörer	Språk	
Edit	23192	Leverantörer	Valuta	
Edit	26598		Kundfordranskonto	
Edit	23198		Betalningsvillkor	
Edit	23207		Leveransvillkor	
Edit	23208		Leveranssätt	
Edit	23232		Dokument	
Edit	23204		Anmärkning 1	
Edit	23205		Anmärkning 2	
Button	24920		Visma Kreditupplysning	
Edit	23213		BIC	Leverantörskort, flik 2
Edit	23214		Bankkod	
Edit	23215		Bank	
Edit	23216		Adress	
Edit	23218		Postnummer	
Edit	23219		Ort	
Edit	26515		Landskod	
Edit	23211		Betalningskod	
Edit	23212		Mottagarnummer	
ComboBox	23590		Avgiftskod	
Button	23231		Betalas med valutakonto / ficka	
Button	24974		Kontrollera om leverantören kan ta emot e-beställning	Leverantörskort, flik 4
Button	24990		Kopia till leverantör	
Edit	22423	Kunder	Kundnummer	Kund, flik 1
Edit	22423	Medlemmar	Medlemsnummer	Gemensam med medlemmar
Edit	22487	Medlemmar	Förnamn	
Edit	22424	Medlemmar	Efternamn	
Edit	22424	Kunder	Namn	
Edit	22444	Kunder	Organisationsnummer	
Edit	22444	Medlemmar	Personnummer	
Edit	22426		Postadress rad 1	
Edit	22542		Postadress rad 2	
Edit	23732		GLN	
Edit	22427		Besöksadress	
Edit	22428		Postnummer	
Edit	22429		Ort	
Edit	23600		Landskod	
Edit	22430		Land	
Edit	22483		VAT-nummer	
Edit	22431		Telefon	
Edit	22432		Telefon 2	
Edit	23628		Telefon 3	
Edit	22433		Telefon 4	
Edit	22425		Kortnamn	
Edit	23808		Referenskod	
Edit	22443		Referens	
Edit	20747		Mobiltelefon	
Edit	22485		E-post	
Edit	22434		Avvikande Leveransadress, namn	
Edit	22435		Avvikande Leveransadress, rad 1	
Edit	22544		Avvikande Leveransadress, rad 2	
Edit	23735		Avvikande Leveransadress, GLN	
Edit	22436		Avvikande Leveransadress, besöksadress	
Edit	22437		Avvikande Leveransadress, postnummer	
Edit	22438		Avvikande Leveransadress, ort	
Edit	23601		Avvikande Leveransadress, landskod	
Edit	22439		Avvikande Leveransadress, land	
Edit	22440		Avvikande Leveransadress, telefon	
Edit	22441		Avvikande Leveransadress, telefon 2	
Edit	23626		Avvikande Leveransadress, telefon 3	
Edit	22442		Avvikande Leveransadress, Telefon 3	
Edit	22446	Kunder	Kundkategori	
Edit	22446	Medlemmar	Medlemskategori	
Edit	22587	Medlemmar	Status	
Edit	22588	Medlemmar	Uppdrag	
Edit	22589	Medlemmar	Junior	
Edit	22590	Medlemmar	Dam	
Edit	22591	Medlemmar	Herr	
Edit	22592	Medlemmar	Fotboll	
Edit	22593	Medlemmar	Handboll	
Edit	22594	Medlemmar	Gymnastik	
Edit	22595	Medlemmar	Tidning	
Edit	22596	Medlemmar	Cup	
ComboBox	26572	Medlemmar	Kön	
Edit	22447		Distrikt	
Edit	22448		Säljare	
Edit	22450		Betalningsvillkor	Kund, flik 2
Edit	22449		Leveransvillkor	
Edit	22451		Leveranssätt	
Edit	23737		Speditör	
Edit	22457		Språk	
Edit	22456		Valuta	
Edit	24821		Resultatenhet	
Edit	24822		Projekt	
Edit	22481		Sorteringsbegrepp	
Edit	22479		Bankgiro	
Edit	22480		PlusGiro	
Edit	22467		Kreditgräns i kronor	
Edit	22458		Rabattavtal	
Edit	22462		Prislista	
Edit	22463		Fakturarabatt i procent	
Edit	22464		Radrabatt i procent	
Edit	22486		Dokument	
Edit	22465		Anmärkning 1	
Edit	22466		Anmärkning 2	
Edit	26461		Fastighets-/lägenhetsbeteckning	
Edit	26462		Bostadsrättsföreningens organisationsnummer	
ComboBox	24838		Information på offert	Kund, flik 3
ComboBox	24842		Information på order	
ComboBox	24846		Information på följesedel	
ComboBox	24849		Information på extra orderdokument	
ComboBox	24852		Information på faktura	
ComboBox	24856		Information på extra fakturadokuments	
ComboBox	24859		Information på påminnelse	
Button	7315		Lägg till kolumn	Kolumndialog
Button	7316		Ta bort kolumn	
Edit	6818		Sök	
Edit	23566		Signatur	Behörighetskontroll
Edit	23567		Namn	
Edit	24655		E-postadress	
Edit	23233		Löpnummer	Leverantörsfaktura
Edit	23234		Leverantörsnummer	
Edit	23235		Namn	
Edit	23240		Kundnummer	
Edit	23239		Fakturanummer	
Edit	23237		OCR / Referensnummer	
Edit	23257		Konteringsmall	
Edit	23251		Attest	
Edit	23241		Fakturadatum	
Edit	23242		Förfallodatum	
Edit	23255		Resultatenhet	
Edit	23254		Projekt	
Edit	23243		Valuta	
Edit	23244		Valutakurs	
ComboBox	25019		Inställningar för egen kopia, utskriftsval	
Edit	24695	Kontakter	Namn	
Edit	24694	Kontakter	Signatur	
Edit	24696	Kontakter	Titel	
Edit	24697	Kontakter	Telefon	
Edit	24698	Kontakter	Telefon 2	
Edit	24699	Kontakter	Mobiltelefon	
Edit	24700	Kontakter	E-post	
Edit	24701	Kontakter	Kundnummer	
Edit	24702	Kontakter	Leverantörsnummer	
Edit	24703	Kontakter	Företagsnamn	
Edit	24704	Kontakter	Postadress	
Edit	24705	Kontakter	Postadress 2	
Edit	24707	Kontakter	Besöksadress	
Edit	24708	Kontakter	Postnummer	
Edit	24709	Kontakter	Ort	
Edit	24711	Kontakter	Landskod	
Edit	24710	Kontakter	Land	
Edit	24706	Kontakter	Anteckningar	
Edit	22175	Kontoplan	Kontonummer	
Edit	22176	Kontoplan	Benämning	
ComboBox	22177	Kontoplan	Momsrapportkod	
ComboBox	23591	Kontoplan	Kontotyp	
Edit	22178	Kontoplan	SRU-kod	
Edit	22180	Kontoplan	Automatfördelning	
ComboBox	22179	Kontoplan	Debet/Kredit	
Edit	24903	Kontoplan	Motkonto	
ComboBox	22183	Kontoplan	Resultatenhet	
Edit	22185	Kontoplan	Föreslå följande resultatenhet	
ComboBox	22186	Kontoplan	Projekt	
Edit	22188	Kontoplan	Föreslå följande projekt	
ComboBox	22189	Kontoplan	Subkonto	
Edit	22191	Kontoplan	Föreslå följande subkonto	
ComboBox	22192	Kontoplan	Kvantitet	
Edit	22194	Kontoplan	Föreslå följande kvantitet	
Edit	22195	Kontoplan	Enhet för kvantitet	
ComboBox	22196	Kontoplan	Transaktionsinfo	
Edit	22198	Kontoplan	Föreslå följande transaktionsinfo	
Edit	22301	Periodisering	Namn på periodiseringen	
Edit	21164	Periodisering	Första periodiseringsdatum	
Edit	21167	Periodisering	Delas på antal månader	
ComboBox	22303	Periodisering	Verifikationsserie	
Edit	22302	Periodisering	Verifikationstext	
Edit	26470	Periodisering	Intäktskonto	
Edit	24897	Periodisering	Periodiseringskonto	
Edit	24894	Periodisering	Resultatenhet	
Edit	24895	Periodisering	Projekt	
Button	25052	Kunder	Lås upp Inaktivera	
Button	23978	Kunder	Lås upp Landskod	
Button	23983	Kunder	Lås upp Landskod leveransadress	
Button	23868	Kunder	Lås upp Kundkategori	
Button	23869	Kunder	Lås upp Distrikt	
Button	23870	Kunder	Lås upp Säljare	
Button	23873	Kunder	Lås up Leveranssätt	
Button	23874	Kunder	Lås upp Speditör	
Button	23875	Kunder	Lås upp Språk	
Button	23876	Kunder	Lås upp Valuta	
Button	23877	Kunder	Lås upp Sorteringsbegrepp	
Button	23878	Kunder	Lås upp Kreditgräns kronor	
Button	23879	Kunder	Lås upp Export	
Button	23880	Kunder	Lås upp EU-kund	
Button	23881	Kunder	Lås upp Räntefakturering	
Button	23882	Kunder	Lås upp Betalningspåminnelse	
Button	23883	Kunder	Lås upp Påminnelseavgift	
Button	23884	Kunder	Lås upp Restnotera ej	
Button	23885	Kunder	Lås upp Expeditionsavgift	
Button	23886	Kunder	Lås upp Frakt	
Button	26659	Kunder	Lås upp Intrastat	
Button	23887	Kunder	Lås upp Samlingsfakturering	
Button	24123	Kunder	Lås upp Överför adress till beställning	
Button	26202	Kunder	Lås upp Anmärkning 1	
Button	26203	Kunder	Lås upp Anmärkning 2	
Button	23888	Kunder	Lås upp Rabattavtal	
Button	23871	Kunder	Lås upp Betalningsvillkor	
Button	23872	Kunder	Lås upp Leveransvillkor	
Button	24088	Kunder	Lås upp Kundfordranskonto	
Button	23889	Kunder	Lås upp Prislista	
Button	23890	Kunder	Lås upp Fakturarabatt i %	
Button	23891	Kunder	Lås upp Radrabatt	
Button	24873	Kunder	Lås upp Offert	
Button	24874	Kunder	Lås upp Order	
Button	24875	Kunder	Lås upp Följesedel	
Button	24876	Kunder	Lås upp Extra orderdokument	
Button	24877	Kunder	Lås upp Faktura	
Button	24878	Kunder	Lås upp Extra fakturadokument	
Button	24879	Kunder	Lås upp Betalningspåminnelse	
Button	24089	Kunder	Lås upp Utskriftsval Offert	
Button	23892	Kunder	Lås upp Utskriftsval Order	
Button	24095	Kunder	Lås upp Utskriftsval Följesedel	
Button	24174	Kunder	Lås upp Utskriftsval Extra orderdokument	
Button	23893	Kunder	Lås upp Utskriftsval Faktura	
Button	23894	Kunder	Lås upp Utskriftsval Kreditfaktura	
Button	23895	Kunder	Lås upp Utskriftsval Räntefaktura	
Button	23984	Kunder	Lås upp Utskriftsval Kontantnota	
Button	23985	Kunder	Lås upp Utskriftsval Extra fakturadokument	
Button	24090	Kunder	Lås upp Kopia Offert	
Edit	25007	Kunder	Kopia Offert	
Button	23988	Kunder	Lås upp Kopia Order	
Edit	24038	Kunder	Kopia Order	
Button	23987	Kunder	Lås upp Kopia Följesedel	
Edit	25003	Kunder	Kopia Följesedel	
Button	24085	Kunder	Lås upp Kopia Extra orderdokument	
Edit	25004	Kunder	Kopia Extra orderdokument	
Button	23989	Kunder	Lås upp Kopia Faktura	
Edit	24032	Kunder	Kopia Faktura	
Button	23990	Kunder	Lås upp Kopia Kreditfaktura	
Edit	24034	Kunder	Kopia Kreditfaktura	
Button	23991	Kunder	Lås upp Kopia Räntefaktura	
Edit	24036	Kunder	Kopia Räntefaktura	
Button	24086	Kunder	Lås upp Kopia Kontantnota	
Edit	25005	Kunder	Kopia Kontantnota	
Button	24087	Kunder	Lås upp Kopia Extra fakturadokument	
Edit	25006	Kunder	Kopia Extra fakturadokument	
Button	23986	Kunder	Lås upp Dokumentmall Faktura	
Button	24092	Kunder	Lås upp Dokumentmall Kreditfaktura	
Button	24093	Kunder	Lås upp Dokumentmall Räntefaktura	
Button	24094	Kunder	Lås upp Dokumentmall Kontantnota	
Button	23896	Kunder	Lås upp Dokumentmall Extra fakturadokument	
Edit	22248	Verifikationer	Datum	
Edit	22251	Verifikationer	Verifikationstext	
SafGrid	20743	Verifikationer	Verifikationsrader	
SafGrid	20723	Verifikationer	Verifikationslista	
SafGrid	20723	Konteringsmallar	Konteringsmallar	
Button	21147	Konteringsmallar	Plus	
Button	21146	Konteringsmallar	Minus	
Button	21148	Konteringsmallar	Multiplicera	
Button	21149	Konteringsmallar	Dividera	
Button	21150	Konteringsmallar	Vänster parentes	
Button	21151	Konteringsmallar	Höger parentes	
Button	23637	Konteringsmallar	Vänster klammer	
Button	23638	Konteringsmallar	Höger klammer	
SafGrid	20723	Gamla journaler	Journaler	
Edit	22084	Momskontroll	Från och med	
Edit	22085	Momskontroll	Till och med	
SafGrid	24908	Periodiseringar	Lista över periodiseringar	
SafGrid	21346	Fakturahantering	Fakturor	
Edit	26662	Artiklar och tjänster	Transaktionstyp	
SafGrid	21530	Artiklar och tjänster	Stafflingar	
SafGrid	21521	Artiklar och tjänster	Priser	
Edit	22206	Hämta projekt	Projektnummer	
Edit	22207	Hämta projekt	Namn	
Edit	22208	Hämta projekt	Projektet startar	
Edit	22209	Hämta projekt	Projektet slutar	
Edit	22212	Hämta projekt	Kundnummer	
Edit	22213	Hämta projekt	Kundnamn	
Edit	22215	Hämta projekt	Kundens ordernummer	
Edit	22216	Hämta projekt	Kontaktperson	
Edit	22217	Hämta projekt	Telefon	
Edit	22218	Hämta projekt	Telefon 3	
Edit	22219	Hämta projekt	Arbetsplats	
Edit	22220	Hämta projekt	Arbetsplats, fortsättning	
Edit	22214	Hämta projekt	Vårt ordernummer	
ComboBox	22225	Hämta projekt	Kontoplanstyp	
Edit	22211	Hämta projekt	Ansvarig	
Edit	22221	Hämta projekt	Anteckning 1	
Edit	22222	Hämta projekt	Anteckning 2	
Edit	22223	Hämta projekt	Anteckning 3	
Edit	22224	Hämta projekt	Anteckning 4	
Edit	22756	Inkommande följesedel	Leverantörsnummer	
Edit	22757	Inkommande följesedel	Namn	
Edit	22759	Inkommande följesedel	Följesedelsnummer	
Edit	22761	Inkommande följesedel	Ankomstdatum	
Edit	22760	Inkommande följesedel	Följesedelsdatum	
Edit	22767	Inkommande följesedel	Resultatenhet	
Edit	22766	Inkommande följesedel	Projekt	
Edit	22763	Inkommande följesedel	Anteckning, rad 1	
Edit	22764	Inkommande följesedel	Anteckning, rad 2	
Edit	22765	Inkommande följesedel	Anteckning, rad 3	
SafGrid	21557	Inkommande följesedel	Beställningar	
SafGrid	21521	Beställning	Beställningsrader	
SafGrid	21547	Inkommande följesedel		
Edit	23660	Ny kund	Efternamn	
Edit	23661	Ny kund	Förnamn	
Edit	23649	Ny kund	Postnummer	
Edit	23650	Ny kund	Ort	
Edit	26707	Kundfaktura	Extra referenskod	
Edit	26707	Order	Extra referenskod	
Edit	21863	Inställningar	Företagsnamn	
Edit	21864	Inställningar	Postadress	
Edit	23728	Inställningar	GLN	
Edit	21865	Inställningar	Besöksadress	
Edit	21866	Inställningar	Postnummer	
Edit	21867	Inställningar	Ort	
Edit	23974	Inställningar	Landskod	
Edit	21868	Inställningar	Land	
Edit	22053	Inställningar	Säte	
Edit	21869	Inställningar	Telefon	
Edit	21870	Inställningar	Telefon 2	
Edit	21871	Inställningar	Telefon 3	
Edit	22048	Inställningar	E-post	
Edit	22049	Inställningar	Hemsida	
Edit	21874	Inställningar	Organisationsnummer	
Edit	21981	Inställningar	VAT/Momsregistreringsnummer	
Edit	21984	Inställningar	Branschkod (SNI)	
Edit	21873	Inställningar	PlusGiro	
Edit	21872	Inställningar	Bankgiro	
Edit	24649	Inställningar	Konto till bankgiro:	
Edit	21941	Inställningar	Inhemskt språk	
Edit	21942	Inställningar	Inhemsk valuta	
Edit	26701	Inställningar	Koncernens orgnr:	
Edit	22554	Avtal	Avtalstid från och med	
Edit	22555	Avtal	Avtalstid till och med	
Edit	22316	Avtal	Orderdatum	
Edit	22556	Avtal	Första faktureringsmånad	
Edit	22554	Avtal	Avtalstid från och med	
Edit	22555	Avtal	Avtalstid till och med	
Edit	22556	Avtal	Första faktureringsmånad	
Edit	22558	Avtal	Fakturadag	
Edit	22557	Avtal	Fakturaintervall, månader	
Edit	22564	Avtal	Nästa period, slut	
Edit	21317	Skapa fakturor	Fakturera till och med	
SafGrid	26607	Inläsning underlag	Underlag	
SafGrid	26616	Inläsning underlag	Konteringsförslag	
SafGrid	21641	Artiklar och tjänster	Strukturartiklar	
Edit	24748	Leverantörer	Anteckningar	
Edit	22770	Beställning	Leverantörsnummer	
Edit	22772	Beställning	Leverantörens namn	
Edit	22793	Beställning	Betalningsvillkor	
Edit	22807	Beställning	Leveransvillkor	
Edit	22794	Beställning	Leveranssätt	
Edit	22798	Beställning	Resultatenhet	
Edit	22797	Beställning	Projekt:	
Edit	22795	Beställning	Beställningsdatum	
Edit	22796	Beställning	Leveransdatum	
Edit	22788	Beställning	Leverantörens ordernummer	
Button	22792	Beställning	Skickad	
Edit	22770	Beställning	Leverantörsnummer	
Edit	22772	Beställning	Leverantörens namn	
Edit	22774	Beställning	Postadress	
Edit	23170	Beställning	Postadress 2	
Edit	23730	Beställning	GLN	
Edit	22776	Beställning	Postnummer	
Edit	22777	Beställning	Ort	
Edit	23598	Beställning	Landskod	
Edit	22778	Beställning	Land	
Edit	22804	Beställning	Vårt kundnummer	
Edit	22786	Beställning	Språk	
Edit	22787	Beställning	Valuta	
Edit	22779	Beställning	Avvik. Namn	
Edit	22780	Beställning	Avvik. Postadress	
Edit	23172	Beställning	Avvik. Postadress 2	
Edit	23731	Beställning	Avvik. GLN	
Edit	22781	Beställning	Avvik. Besöksadress	
Edit	22783	Beställning	Avvik. Postnummer	
Edit	22782	Beställning	Avvik. Ort	
Edit	23599	Beställning	Avvik. Landskod	
Edit	22784	Beställning	Avvik. Land	
Edit	22800	Beställning	Text 1	
Edit	22801	Beställning	Text 2	
Edit	22802	Beställning	Text 3	
SafGrid	21559	Beställning	Artiklar	
ComboBox	22803	Beställning	Spårningsval	
Edit	21863	Skapa nytt	Företagsnamn	
Edit	21864	Skapa nytt	Postadress	
Edit	21866	Skapa nytt	Postnummer	
Edit	21867	Skapa nytt	Ort	
Edit	23974	Skapa nytt	Landskod	
Edit	21868	Skapa nytt	Land	
Edit	22053	Skapa nytt	Säte	
Edit	21874	Skapa nytt	Organisationsnummer	
Edit	21981	Skapa nytt	VAT/Momsregistreringsnummer	
Edit	21873	Skapa nytt	PlusGiro	
Edit	21872	Skapa nytt	Bankgiro	
Edit	22084	Skapa nytt år	Från och med	
Edit	22085	Skapa nytt år	Till och med	
ComboBox	26612	Skapa nytt år	Företagstyp	
ComboBox	20932	Skapa nytt år	Enskild firma BAS 2025	Kontoplan
Edit	26734	Inställningar	Swish	
Edit	23718	Inställningar	BIC	
Edit	23719	Inställningar	IBAN/bankkontonummer	
Edit	23723	Inställningar	Landskod	
Edit	23722	Inställningar	Kontonummer	
Edit	23721	Inställningar	Bankkod	
Edit	23720	Inställningar	Bank	
Edit	23724	Inställningar	Adress	
Edit	23725	Inställningar	Adress 2	
Edit	23726	Inställningar	Postnummer	
Edit	23727	Inställningar	Ort	
Edit	22074	Inställningar	Leveransnamn	
Edit	22075	Inställningar	Leveransadress	
Edit	22076	Inställningar	Leveransadress 2	
Edit	23729	Inställningar	GLN	
Edit	22078	Inställningar	Postnummer	
Edit	22079	Inställningar	Ort	
Edit	23975	Inställningar	Landskod	
Edit	22080	Inställningar	Land	
Edit	22081	Inställningar	Telefon	
Edit	22082	Inställningar	Referens	
Edit	22785	Beställning	Er referens	
Edit	22806	Beställning	Vår referens	
Edit	23615	Beställning	Kontraktsnummer	
Edit	24348	Beställning	Referenskod	
ComboBox	24936	Beställning	Utskriftsval	
Edit	23176	Beställning	Vår referens	
Edit	25030	Beställning	Bilaga	
ComboBox	24935	Leverantörer	Beställning	
Edit	24990	Leverantörer	Kopia till leverantör	
ComboBox	24932	Offert	Utskriftsval	
ComboBox	22378		Momskod frakt	
ComboBox	22380		Momskod expeditionsavgift	
Edit	22310	Offert	Ordernummer/datum	
Edit	26720		Avvikande leveransadress, VAT-nummer	
Edit	22312	Order	Ursprungsorder	
SafGrid	21222	Kundfaktura	Betalningar	
Edit	22563	Avtal	Nästa period, start	
SafGrid	21337	Avtal	Fakturor	
Edit	22567	Avtalsmallar	Benämning	
Edit	21423	Avtalsmallar	Kundkategori	
Edit	21418	Avtalsmallar	Avtalens startdatum, månad	
Edit	21417	Avtalsmallar	Avtalens startdatum, dag	
Edit	21416	Avtalsmallar	Avtalstid, månader	
Edit	22576	Avtalsmallar	Första fakturan kan skapas, månad	
Edit	22578	Avtalsmallar	Första fakturan kan skapas, dag	
Edit	22577	Avtalsmallar	Fakturaintervall, månader	
Edit	22568	Avtalsmallar	Betalningsvillkor	
Edit	22569	Avtalsmallar	Leveransvillkor	
Edit	22570	Avtalsmallar	Leveranssätt	
Edit	26600	Avtalsmallar	Kundfordranskonto	
Edit	22571	Avtalsmallar	Resultatenhet	
Edit	22572	Avtalsmallar	Projekt	
Edit	22522	Avtalsmallar	Kundkategori	
Edit	22566	Avtalsmallar	Mallnummer	
SafGrid	21419	Avtalsmallar	Skapade avtal	
